1	0.9936337	0.9872668	0.9808985	0.9745284	0.9681557	0.9617799	0.9554001	0.949016	0.9426266	0.9362314	0.9298298	0.923421	0.9170045	0.9105795	0.9041453	0.8977012	0.8912465	0.8847804	0.8783024	0.8718116	0.8653072	0.8587885	0.8522548	0.8457051	0.8391388	0.8325549	0.8259526	0.819331	0.8126894	0.8060266	0.7993419	0.7926342	0.7859025	0.7791458	0.7723632	0.7655534	0.7587154	0.751848	0.74495	0.7380202	0.7310574	0.7240601	0.7170271	0.7099569	0.702848	0.6956988	0.6885078	0.6812733	0.6739935	0.6666667	0.6592908	0.6518639	0.6443838	0.6368485	0.6292554	0.6216022	0.6138864	0.6061051	0.5982555	0.5903345	0.5823389	0.5742652	0.5661097	0.5578687	0.5495378	0.5411125	0.5325882	0.5239595	0.515221	0.5063666	0.4973898	0.4882836	0.4790401	0.4696509	0.4601069	0.4503978	0.4405123	0.4304381	0.420161	0.4096655	0.3989341	0.3879467	0.3766807	0.3651098	0.3532037	0.3409269	0.3282373	0.3150849	0.3014084	0.2871326	0.2721628	0.2563769	0.2396132	0.2216494	0.2021652	0.1806689	0.1563319	0.1275371	0.09010683	0.0006366196
1	0.99	0.98	0.97	0.96	0.95	0.94	0.93	0.92	0.91	0.9	0.89	0.88	0.87	0.86	0.85	0.84	0.83	0.82	0.81	0.8	0.79	0.78	0.77	0.76	0.75	0.74	0.73	0.72	0.71	0.7	0.69	0.68	0.67	0.66	0.65	0.64	0.63	0.62	0.61	0.6	0.59	0.58	0.57	0.56	0.55	0.54	0.53	0.52	0.51	0.5	0.49	0.48	0.47	0.46	0.45	0.44	0.43	0.42	0.41	0.4	0.39	0.38	0.37	0.36	0.35	0.34	0.33	0.32	0.31	0.3	0.29	0.28	0.27	0.26	0.25	0.24	0.23	0.22	0.21	0.2	0.19	0.18	0.17	0.16	0.15	0.14	0.13	0.12	0.11	0.1	0.09	0.08	0.07	0.06	0.05	0.04	0.03	0.02	0.01	9.999985e-07
1	0.9872678	0.974537	0.9618085	0.949084	0.9363646	0.9236515	0.910946	0.8982496	0.8855633	0.8728886	0.8602266	0.8475787	0.8349463	0.8223305	0.8097327	0.7971542	0.7845964	0.7720606	0.759548	0.7470601	0.7345982	0.7221636	0.7097577	0.697382	0.6850376	0.6727262	0.6604491	0.6482077	0.6360034	0.6238377	0.611712	0.5996279	0.5875867	0.5755901	0.5636395	0.5517365	0.5398826	0.5280794	0.5163285	0.5046316	0.4929902	0.4814061	0.4698809	0.4584163	0.4470141	0.4356761	0.4244041	0.4131998	0.4020652	0.3910022	0.3800127	0.3690987	0.3582622	0.3475053	0.3368301	0.3262388	0.3157335	0.3053165	0.2949902	0.284757	0.2746192	0.2645795	0.2546404	0.2448046	0.2350748	0.2254540	0.215945	0.2065509	0.1972750	0.1881204	0.1790906	0.1701893	0.16142	0.1527868	0.1442936	0.1359449	0.127745	0.1196988	0.1118114	0.1040880	0.09653448	0.08915683	0.08196163	0.07495595	0.06814744	0.06154444	0.05515611	0.04899253	0.04306497	0.03738607	0.03197025	0.02683413	0.02199721	0.01748288	0.01332001	0.009545546	0.00620943	0.003385101	0.001198620	2.205308e-09
1	0.9850005	0.970004	0.9550135	0.940032	0.9250625	0.910108	0.8951715	0.880256	0.8653645	0.8505	0.8356655	0.820864	0.8060985	0.791372	0.7766875	0.762048	0.7474565	0.732916	0.7184295	0.704	0.6896305	0.675324	0.6610835	0.646912	0.6328125	0.618788	0.6048415	0.590976	0.5771945	0.5635	0.5498955	0.536384	0.5229685	0.509652	0.4964375	0.483328	0.4703265	0.457436	0.4446595	0.432	0.4194605	0.407044	0.3947535	0.382592	0.3705625	0.358668	0.3469115	0.335296	0.3238245	0.3125	0.3013255	0.290304	0.2794385	0.268732	0.2581875	0.247808	0.2375965	0.227556	0.2176895	0.208	0.1984905	0.189164	0.1800235	0.171072	0.1623125	0.153748	0.1453815	0.137216	0.1292545	0.1215	0.1139555	0.106624	0.0995085	0.092612	0.0859375	0.079488	0.0732665	0.067276	0.0615195	0.056	0.0507205	0.045684	0.0408935	0.036352	0.0320625	0.028028	0.0242515	0.020736	0.0174845	0.0145	0.0117855	0.009344	0.0071785	0.005292	0.0036875	0.002368	0.0013365	0.000596	0.0001495	5.999867e-12
1	0.9830243	0.9660537	0.9490933	0.9321482	0.9152234	0.898324	0.8814552	0.864622	0.8478293	0.8310823	0.814386	0.7977453	0.7811653	0.764651	0.7482072	0.731839	0.7155512	0.6993487	0.6832364	0.6672191	0.6513016	0.6354887	0.6197851	0.6041954	0.5887244	0.5733767	0.5581569	0.5430695	0.5281189	0.5133097	0.4986462	0.4841329	0.4697739	0.4555736	0.4415361	0.4276656	0.4139662	0.4004418	0.3870964	0.3739339	0.3609581	0.3481728	0.3355816	0.3231881	0.3109958	0.2990082	0.2872286	0.2756602	0.2643063	0.25317	0.2422542	0.2315618	0.2210955	0.2108582	0.2008524	0.1910804	0.1815448	0.1722477	0.1631912	0.1543773	0.1458078	0.1374845	0.1294089	0.1215825	0.1140066	0.1066822	0.0996103	0.0927917	0.08622703	0.07991669	0.07386093	0.0680598	0.06251313	0.05722053	0.0521814	0.0473949	0.04285995	0.03857518	0.03453898	0.03074944	0.02720433	0.02390111	0.02083690	0.01800842	0.01541204	0.01304366	0.01089874	0.008972244	0.00725857	0.005751515	0.004444193	0.003328953	0.002397261	0.001639561	0.001045071	0.000601497	0.0002946058	0.0001074879	1.910395e-05	1.887379e-14
1	0.9812512	0.96251	0.9437837	0.92508	0.9064061	0.8877697	0.8691781	0.8506388	0.832159	0.8137462	0.7954077	0.7771507	0.7589823	0.7409098	0.7229403	0.7050807	0.687338	0.6697191	0.6522309	0.63488	0.6176731	0.6006167	0.5837174	0.5669814	0.550415	0.5340244	0.5178157	0.5017946	0.4859671	0.4703388	0.4549152	0.4397017	0.4247037	0.4099262	0.3953742	0.3810525	0.3669659	0.3531187	0.3395153	0.32616	0.3130566	0.3002091	0.2876209	0.2752956	0.2632364	0.2514464	0.2399283	0.2286849	0.2177184	0.2070312	0.1966253	0.1865023	0.1766639	0.1671113	0.1578456	0.1488676	0.1401778	0.1317766	0.1236641	0.11584	0.1083039	0.1010550	0.09409238	0.08741468	0.08102035	0.07490753	0.06907406	0.06351749	0.05823507	0.05322375	0.04848015	0.04400059	0.03978107	0.03581725	0.03210449	0.0286378	0.02541184	0.02242096	0.01965914	0.01712	0.01479683	0.01268256	0.01076973	0.009050522	0.007516758	0.006159868	0.004970905	0.003940531	0.003059021	0.00231625	0.001701696	0.001204429	0.0008131115	0.0005159916	0.0003008984	0.0001552384	6.599036e-05	1.97012e-05	2.481287e-06	0
1	0.9796299	0.95927	0.9389303	0.9186212	0.8983528	0.8781351	0.8579782	0.837892	0.8178866	0.7979717	0.7781571	0.7584526	0.7388676	0.7194117	0.7000942	0.6809244	0.6619113	0.6430639	0.624391	0.6059013	0.5876031	0.5695049	0.5516146	0.5339403	0.5164896	0.49927	0.4822888	0.4655531	0.4490698	0.4328453	0.4168861	0.4011982	0.3857875	0.3706595	0.3558196	0.3412726	0.3270234	0.3130764	0.2994357	0.2861051	0.2730882	0.2603881	0.2480077	0.2359497	0.2242161	0.2128090	0.2017298	0.1909799	0.1805600	0.1704707	0.1607121	0.1512842	0.1421863	0.1334176	0.1249768	0.1168623	0.1090722	0.1016041	0.09445531	0.08762283	0.08110323	0.07489275	0.06898727	0.06338231	0.05807306	0.05305434	0.04832065	0.04386613	0.03968461	0.03576957	0.03211420	0.02871136	0.0255536	0.02263320	0.01994213	0.01747210	0.01521458	0.01316076	0.01130163	0.009627925	0.008130221	0.006798896	0.005624174	0.004596142	0.003704777	0.002939973	0.002291568	0.001749383	0.001303251	0.0009430623	0.0006588095	0.0004406366	0.0002788993	0.0001642315	8.762524e-05	4.052617e-05	1.495292e-05	3.653146e-06	3.260672e-07	0
1	0.9781272	0.9562675	0.934434	0.9126399	0.890898	0.8692215	0.8476231	0.8261157	0.804712	0.7834244	0.7622655	0.7412475	0.7203824	0.6996822	0.6791587	0.6588232	0.6386871	0.6187614	0.5990569	0.579584	0.560353	0.5413739	0.5226562	0.5042092	0.486042	0.4681632	0.450581	0.4333033	0.4163378	0.3996915	0.3833712	0.3673834	0.3517338	0.3364282	0.3214716	0.3068687	0.2926237	0.2787404	0.2652222	0.252072	0.2392922	0.2268847	0.2148511	0.2031925	0.1919093	0.1810018	0.1704695	0.1603116	0.1505268	0.1411133	0.1320689	0.1233909	0.1150763	0.1071212	0.09952185	0.09227363	0.08537166	0.07881062	0.07258478	0.066688	0.06111374	0.05585511	0.05090483	0.04625528	0.04189851	0.03782623	0.03402987	0.03050056	0.02722918	0.02420634	0.02142246	0.01886773	0.01653216	0.01440563	0.01247787	0.01073853	0.009177152	0.007783267	0.006546376	0.005456	0.004501711	0.003673165	0.002960137	0.002352559	0.001840555	0.001414484	0.001064977	0.000782983	0.0005598064	0.0003871562	0.0002571906	0.0001625637	9.647486e-05	5.271879e-05	2.573706e-05	1.067131e-05	3.417763e-06	6.833396e-07	4.322718e-08	0
1	0.9767206	0.9534575	0.930227	0.9070453	0.8839284	0.8608926	0.8379536	0.8151273	0.7924293	0.769875	0.7474796	0.7252581	0.7032252	0.6813953	0.6597824	0.6384006	0.617263	0.5963829	0.575773	0.5554454	0.5354122	0.5156847	0.4962738	0.4771901	0.4584437	0.4400438	0.4219997	0.4043197	0.3870117	0.3700831	0.3535407	0.3373907	0.3216387	0.3062898	0.2913485	0.2768185	0.2627032	0.2490051	0.2357264	0.2228684	0.2104318	0.1984171	0.1868236	0.1756505	0.164896	0.1545580	0.1446338	0.1351199	0.1260124	0.1173068	0.1089982	0.1010809	0.09354888	0.08639561	0.07961402	0.0731966	0.06713538	0.061422	0.05604768	0.05100326	0.04627924	0.04186577	0.03775272	0.03392967	0.03038596	0.02711072	0.02409289	0.02132123	0.01878440	0.01647098	0.01436946	0.01246832	0.01075606	0.009221216	0.007852398	0.006638341	0.00556793	0.004630234	0.003814549	0.003110428	0.002507718	0.001996594	0.001567593	0.001211649	0.000920122	0.0006848306	0.0004980796	0.000352688	0.0002420128	0.0001599714	0.0001010602	6.03692e-05	3.3593e-05	1.703574e-05	7.610164e-06	2.828938e-06	7.86502e-07	1.286963e-07	5.770116e-09	0
1	0.975394	0.9508075	0.9262604	0.9017722	0.8773624	0.8530502	0.8288549	0.8047954	0.7808903	0.7571581	0.733617	0.7102845	0.6871783	0.6643152	0.6417117	0.6193841	0.5973478	0.575618	0.5542092	0.5331354	0.5124098	0.4920453	0.472054	0.4524473	0.433236	0.4144302	0.3960393	0.3780719	0.3605359	0.3434386	0.3267862	0.3105845	0.2948384	0.2795519	0.2647283	0.2503703	0.2364796	0.2230572	0.2101032	0.1976173	0.1855981	0.1740435	0.1629508	0.1523165	0.1421364	0.1324056	0.1231185	0.114269	0.1058502	0.09785461	0.09027429	0.08310062	0.07632452	0.06993638	0.06392614	0.05828331	0.05299699	0.04805592	0.04344851	0.03916288	0.03518689	0.03150818	0.02811422	0.02499233	0.02212975	0.01951363	0.01713112	0.01496939	0.01301569	0.01125733	0.009681791	0.008276738	0.007030044	0.005929842	0.00496456	0.004122957	0.003394152	0.002767661	0.002233425	0.00178184	0.00140378	0.001090623	0.0008342699	0.0006271637	0.0004623019	0.000333248	0.0002341379	0.0001596831	0.0001051680	6.644441e-05	3.9919e-05	2.253702e-05	1.175945e-05	5.534449e-06	2.262356e-06	7.540063e-07	1.819773e-07	2.437074e-08	7.744592e-10	0
